time, local_time, values[0], values[1], values[2], values[3], values[4], values[5], values[6], values[7], values[8], values[9], values[10], values[11], values[12]
1515575803362843990, 0.0258829593658, 0.2, -3.51415775065e-17, -1.52634932005e-20, -1.22586898098e-16, -1.95721914656e-20, 1.12684304861e-16, -4.98807365307e-20, 5.40956016878e-05, 0.360023558335, 0.278383227304, 5.32371440163e-05, -0.638406786546, -3.26869566007e-05
1515575803381858110, 0.0448899269104, 0.2, 1.06998565118e-05, -2.24950748908e-09, -2.87693313641e-08, 1.52246858174e-10, 3.2070945302e-13, -1.40622217947e-09, 5.40870329187e-05, 0.359994568706, 0.278403221849, 5.32365297277e-05, -0.638397791461, -3.26959223823e-05
1515575803388700008, 0.0517358779907, 0.2, 1.06998565118e-05, -2.24950748908e-09, -2.87693313641e-08, 1.52246858174e-10, 3.2070945302e-13, -1.40622217947e-09, 5.40870328926e-05, 0.359994568706, 0.278403221849, 5.32365297277e-05, -0.638397791461, -3.26959224085e-05
1515575803395869016, 0.0589008331299, 0.2, 1.72837042831e-05, -3.63370333095e-09, -8.61367636606e-06, 2.49813751e-10, 5.26793602689e-13, -2.30658763118e-09, 5.40817634105e-05, 0.359982884707, 0.278412390182, 5.32378044554e-05, -0.638395275794, -3.27031329393e-05
1515575803426503896, 0.0895500183105, 0.2, 2.69048260104e-05, -5.85487811484e-09, -0.00131734506765, 5.66670424552e-11, 8.49821146738e-13, -3.91520358096e-09, 5.40732207038e-05, 0.360897241975, 0.277951098535, 5.34912788858e-05, -0.638848341403, -3.29671217287e-05
1515575803433303117, 0.0963678359985, 0.2, 2.69048260104e-05, -5.85487811484e-09, -0.00131734506765, 5.66670424552e-11, 8.49821146738e-13, -3.91520358096e-09, 5.40732201878e-05, 0.360897241975, 0.277951098535, 5.34912788858e-05, -0.638848341403, -3.29671222446e-05
1515575803437741994, 0.100764036179, 0.2, 2.69048260104e-05, -5.85487811484e-09, -0.00131734506765, 5.66670424552e-11, 8.49821146738e-13, -3.91520358096e-09, 5.40732201878e-05, 0.360897241975, 0.277951098535, 5.34912788858e-05, -0.638848341403, -3.29671222446e-05
1515575803452183008, 0.115320920944, 0.2, 2.25933309145e-05, -6.16164574588e-09, -0.00352416654542, -2.08857362461e-09, 8.13488780061e-13, -4.93255735718e-09, 5.40713611763e-05, 0.36249719068, 0.277132676202, 5.39247050769e-05, -0.639629867757, -3.34037329442e-05
1515575803457329988, 0.12036895752, 0.2, -9.66648425416e-07, -6.39238265045e-09, -0.00762324573828, -1.13910794849e-08, 4.9377317587e-13, -8.56386928786e-09, 5.40673003298e-05, 0.365524133136, 0.27557355926, 5.47482476398e-05, -0.641097693236, -3.4232592069e-05
1515575803473839044, 0.136881828308, 0.2, -2.34326022683e-05, -6.29915557793e-09, -0.00994455568977, -1.97782213916e-08, 1.60655478875e-13, -1.16144262039e-08, 5.40645681355e-05, 0.367273656835, 0.274666169134, 5.52263585766e-05, -0.641939826789, -3.47134257266e-05
