time, local_time, values[0], values[1], values[2], values[3], values[4], values[5]
1515578191845537900, 0.00424098968506, -0.00014400606229, 1.65672857051e-05, 2.46752412076e-07, -6.49850342862e-09, -9.69737416615e-10, 2.90748082728e-08
1515578191857537984, 0.0162498950958, -0.000156607702269, 1.80180524177e-05, 2.1974387872e-07, -7.31806664125e-09, -1.09147657431e-09, 3.2727719183e-08
1515578191859637975, 0.0183458328247, -0.000151407447761, 1.74196107451e-05, 1.91389482879e-07, -7.18376097606e-09, -1.07126137384e-09, 3.21211743363e-08
1515578191870243072, 0.0289399623871, -0.000146733973155, 1.68817948222e-05, 1.66751898083e-07, -7.05957062585e-09, -1.05257925515e-09, 3.15606805324e-08
1515578191880851984, 0.0395748615265, -0.000141823298978, 1.63169626102e-05, 1.46329138412e-07, -6.90474076308e-09, -1.02934149274e-09, 3.08643891957e-08
1515578191883840084, 0.0425460338593, -0.000134856629239, 1.55153736817e-05, 0.000169649577928, -6.62416760548e-09, -9.87449752933e-10, 2.96083120502e-08
1515578191894551992, 0.0532610416412, -0.00011713614225, 1.34766160839e-05, 0.000147357213394, -5.75373597365e-09, -8.57703369374e-10, 2.5717708292e-08
1515578191900259017, 0.0589690208435, -0.000110974812566, 1.27681364927e-05, 0.00652003876611, -5.48573063097e-09, -8.1892505624e-10, 2.4561100291e-08
1515578191909306049, 0.0680379867554, -9.59304839973e-05, 1.10379310913e-05, 0.0169529038071, -4.72837396353e-09, -7.07872448158e-10, 2.12401395999e-08
1515578191922368049, 0.0810768604279, -8.19661429975e-05, 9.4844602334e-06, 0.0323931148043, -3.73784046473e-09, -6.08359182475e-10, 1.84034305035e-08
1515578191925940990, 0.0846979618073, -7.0341633975e-05, 8.17458122381e-06, 0.0493557109079, -3.01300791604e-09, -5.25509191718e-10, 1.59964970237e-08
1515578191933715105, 0.092423915863, -6.02615234002e-05, 7.03748842873e-06, 0.064504098693, -2.40376822028e-09, -4.54630222357e-10, 1.3929636222e-08
1515578191940854072, 0.0995638370514, -5.11605618328e-05, 6.00358435645e-06, 0.0768785745463, -1.90291342573e-09, -3.90938170725e-10, 1.20499692343e-08
1515578191948184013, 0.106894016266, -4.28663928477e-05, 5.05100814677e-06, 0.0872232213912, -1.50917318408e-09, -3.33017058374e-10, 1.03130493744e-08
1515578191955914020, 0.11462688446, 0.00059259219366, 4.09401245767e-06, 0.0961134145377, 3.5641443644e-07, -3.12082526488e-10, 1.3302527835e-07
1515578191964158058, 0.122885942459, 0.000651727257895, 3.31139390342e-06, 0.104161669425, 3.86539483819e-07, -2.68805422365e-10, 1.4200096542e-07
1515578191972282886, 0.130998849869, 0.000701703711321, 2.62383192917e-06, 0.111161781068, 4.1188128268e-07, -2.30885699448e-10, 1.49500655917e-07
1515578191980674982, 0.139385938644, 0.000736003060017, 2.02071501036e-06, 0.117187934249, 4.28700375826e-07, -1.97157679072e-10, 1.5419957071e-07
1515578191988681077, 0.147394895554, 0.000740250583535, 1.48177180839e-06, 0.122400379269, 4.28753544197e-07, -1.65833957677e-10, 1.53197010792e-07
1515578192000056982, 0.158774852753, 0.00290712707985, 6.72643852032e-07, 0.126174764062, 1.6788012119e-06, -2.46377918067e-10, 5.6546632958e-07
1515578192004100084, 0.162807941437, 0.00288248822965, 2.14222565441e-07, 0.130093846079, 1.66447785806e-06, -2.19164186799e-10, 5.59789915279e-07
1515578192013556957, 0.172283887863, 0.00279768088769, -1.93799128767e-07, 0.133488512503, 1.61634423897e-06, -1.91635540769e-10, 5.42871157692e-07
1515578192020545959, 0.17925786972, 0.00265320388268, -5.47135135183e-07, 0.136424225129, 1.53454167129e-06, -1.63836166855e-10, 5.14764567794e-07
1515578192035418987, 0.194126844406, 0.00245025186594, -8.4815335146e-07, 0.138963925402, 1.41958929482e-06, -1.3559792178e-10, 4.75640411187e-07
1515578192035701036, 0.194397926331, 0.00317941493083, -1.24459288571e-06, 0.140815091861, 1.85550694908e-06, -1.57338309048e-10, 6.12127594147e-07
1515578192046657085, 0.20549082756, 0.00395603931147, -1.61307494766e-06, 0.142339986004, 2.3281907614e-06, -1.84050497065e-10, 7.56739670978e-07
1515578192060542106, 0.219254970551, 0.00369944909266, -1.79889678357e-06, 0.143980911426, 2.1849311599e-06, -1.59199986527e-10, 7.0976030796e-07
1515578192061578989, 0.220279932022, 0.00343901137242, -1.95454856207e-06, 0.145401487488, 2.03902767058e-06, -1.35724709249e-10, 6.61965477135e-07
1515578192069288015, 0.227995872498, 0.00316542937701, -2.08231812528e-06, 0.146629807545, 1.88514850508e-06, -1.12938713936e-10, 6.11607531566e-07
1515578192076802015, 0.235571861267, 0.00287246444602, -2.18462013991e-06, 0.147690285481, 1.71969799294e-06, -9.03431218724e-11, 5.57502737535e-07
1515578192090327978, 0.249048948288, 0.00656869434457, -2.85407219654e-06, 0.147121383916, 4.02383578335e-06, -2.80847511913e-10, 1.24686207276e-06
1515578192092570066, 0.25127696991, 0.00624326609345, -2.91202126431e-06, 0.147903517753, 3.8436711555e-06, -2.58998600344e-10, 1.19136509546e-06
1515578192100013971, 0.258723020554, 0.00585207373144, -2.9407849053e-06, 0.148571492378, 3.62396766678e-06, -2.34595065596e-10, 1.12352126936e-06
1515578192108474016, 0.267197847366, 0.00537752011915, -2.93810562765e-06, 0.149137548183, 3.35391742341e-06, -2.06650641044e-10, 1.03990788407e-06
1515578192121927022, 0.280637025833, 0.00483645535828, -2.9085633935e-06, 0.149615662965, 3.04278558801e-06, -1.75871761599e-10, 9.43342113656e-07
1515578192124066114, 0.282775878906, 0.00606429302575, -3.13036722061e-06, 0.149337389316, 3.87595801972e-06, -2.43136732969e-10, 1.17909709897e-06
1515578192132261037, 0.290978908539, 0.00547541901452, -3.06726711007e-06, 0.149680641124, 3.53431932704e-06, -2.10983230886e-10, 1.07534472798e-06
1515578192139954090, 0.298662900925, 0.00486482355175, -2.98929314784e-06, 0.149968870994, 3.17562701435e-06, -1.77875048024e-10, 9.66024834537e-07
1515578192154256105, 0.312978029251, 0.00423193390829, -2.89747856675e-06, 0.150208946065, 2.79923862706e-06, -1.43677680864e-10, 8.50911954812e-07
1515578192156950950, 0.315659999847, 0.00358956756958, -2.79576691702e-06, 0.150408161566, 2.41292878642e-06, -1.09016962124e-10, 7.32393230582e-07
1515578192164712905, 0.323439836502, 0.00540257107846, -3.06546498912e-06, 0.149654071444, 3.68267176882e-06, -2.15327644604e-10, 1.09678792353e-06
1515578192172714948, 0.331423997879, 0.00469266018235, -2.66265548124e-06, 0.129989164787, 3.19875979848e-06, -1.870504307e-10, 9.52667339769e-07
1515578192179747104, 0.33852481842, 0.00428982868933, -2.9080135166e-06, 0.152522918848, 3.01870761951e-06, -1.54985468903e-10, 8.99510179431e-07
1515578192194833040, 0.353542804718, 0.00372883139522, -2.79809506811e-06, 0.15227873563, 2.67172685303e-06, -1.25023325026e-10, 7.95639410859e-07
1515578192198055028, 0.356771945953, 0.00312971014866, -2.67533238821e-06, 0.152056301465, 2.29433339214e-06, -9.2692187259e-11, 6.81976217875e-07
1515578192206033945, 0.364748954773, 0.00559919735586, -3.03403032138e-06, 0.150686370343, 4.10283379253e-06, -2.45411579947e-10, 1.19974250149e-06
1515578192215297937, 0.374014854431, 0.00498582089377, -2.90278560202e-06, 0.150512035932, 3.71367913757e-06, -2.12576511949e-10, 1.08697273242e-06
