time, local_time, values[0], values[1], values[2], values[3], values[4], values[5], values[6], values[7], values[8], values[9], values[10], values[11], values[12]
1515575711259531021, 0.0361199378967, 0.2, -1.15231684224e-16, -1.21708357794e-20, -4.08622993659e-17, -8.98121171664e-21, -1.93782939679e-16, 4.98807365307e-20, 5.4110644223e-05, 0.359962329421, 0.278366170649, 5.32443388362e-05, -0.638328500978, -3.26916914748e-05
1515575711274703025, 0.0512888431549, 0.2, 6.48466272755e-06, -9.55163575202e-07, -6.67147617643e-09, 6.01715484206e-10, 2.69433968989e-06, 1.82012930986e-07, 5.10669320296e-05, 0.359946371356, 0.278377146986, 5.32436649292e-05, -0.638320824653, -3.55527543722e-05
1515575711289948940, 0.0665328502655, 0.2, 9.63604560335e-06, -1.41940840864e-06, -9.40768208215e-09, 8.9721234196e-10, 4.01890367102e-06, 2.71492026268e-07, 4.95876059285e-05, 0.359938624945, 0.278382474973, 5.32433414685e-05, -0.638317081539, -3.69422947609e-05
1515575711308101892, 0.0846779346466, 0.2, 1.65983183534e-05, -2.45600277217e-06, -0.000359948063359, 1.53403655694e-09, 6.9731451675e-06, 4.71052000545e-07, 4.62844921152e-05, 0.360180010473, 0.278262504797, 5.33122957819e-05, -0.638435542366, -4.01150769106e-05
1515575711314456939, 0.0910379886627, 0.2, 1.77045157945e-05, -2.69850606227e-06, -0.00103667756247, 1.49706115084e-09, 7.66256757044e-06, 5.17556583884e-07, 4.55114175704e-05, 0.360663581169, 0.278016439392, 5.34435535378e-05, -0.638672358163, -4.09732835642e-05
1515575711334880113, 0.111483812332, 0.2, 1.69619364609e-05, -2.90957203948e-06, -0.00221000428254, 8.58440351402e-10, 8.26589285469e-06, 5.58040456641e-07, 4.48373827663e-05, 0.36150948472, 0.27758450803, 5.36726714932e-05, -0.63908572696, -4.18363540443e-05
1515575711341454982, 0.118079900742, 0.2, 3.25851452274e-06, -3.24349420023e-06, -0.00572884586265, -4.61711304999e-09, 9.24305553906e-06, 6.22062283137e-07, 4.37622673213e-05, 0.364083854009, 0.276262488688, 5.43713135852e-05, -0.640337099625, -4.35453913721e-05
1515575711349236011, 0.125810861588, 0.2, -1.23274999898e-05, -3.36783374447e-06, -0.00784500211048, -1.04096404718e-08, 9.6253968211e-06, 6.4585234636e-07, 4.33544955927e-05, 0.365658755556, 0.27544872916, 5.48003287078e-05, -0.641097859251, -4.43565952549e-05
1515575711354681015, 0.131268024445, 0.2, -3.51771871029e-05, -3.46673886295e-06, -0.0101365495587, -1.87842744439e-08, 9.94802746787e-06, 6.64734292841e-07, 4.30226822077e-05, 0.367388178307, 0.274551024876, 5.52730474922e-05, -0.64192925504, -4.51391462365e-05
1515575711388987064, 0.165562868118, 0.2, -6.63575232129e-05, -3.5418936432e-06, -0.0125905535656, -3.01612974674e-08, 1.02179312267e-05, 6.79046315028e-07, 4.27605973247e-05, 0.369269459066, 0.273569856442, 5.57893453298e-05, -0.642829097418, -4.58985744455e-05
1515575711403500080, 0.180078029633, 0.2, -0.00028194472359, -3.63493291117e-06, -0.0234955287977, -1.09814993298e-07, 1.08713057281e-05, 6.96304305048e-07, 4.23085752181e-05, 0.378039527037, 0.268940503021, 5.82306963614e-05, -0.646969158464, -4.87381961952e-05
1515575711423345088, 0.199981927872, 0.2, -0.000356391783189, -3.61509444176e-06, -0.0263689355724, -1.38015201904e-07, 1.09513483214e-05, 6.92352602101e-07, 4.23140675182e-05, 0.380472456181, 0.267643030683, 5.89204316313e-05, -0.648104535202, -4.94128865162e-05
1515575711429038047, 0.205621957779, 0.2, -0.000626488638057, -3.47613950932e-06, -0.0350375326549, -2.43837554581e-07, 1.10497697062e-05, 6.64391243885e-07, 4.25552986314e-05, 0.388203730947, 0.263486638044, 6.11528400104e-05, -0.651679318849, -5.13801511214e-05
1515575711433656930, 0.210280895233, 0.2, -0.000626488638057, -3.47613950932e-06, -0.0350375326549, -2.43837554581e-07, 1.10497697062e-05, 6.64391243885e-07, 4.25488969922e-05, 0.388203735674, 0.263486634126, 6.11528397411e-05, -0.651679319657, -5.13865532908e-05
1515575711455138921, 0.231714963913, 0.2, -0.000733625366119, -3.40778419787e-06, -0.0378918946163, -2.87311707643e-07, 1.10455369064e-05, 6.50082204276e-07, 4.26858134944e-05, 0.390907907992, 0.262020786236, 6.19482071708e-05, -0.652917648303, -5.20375973633e-05
1515575711464731931, 0.241317033768, 0.2, -0.00109114772037, -3.15413654383e-06, -0.046179303801, -4.39448925232e-07, 1.0949836189e-05, 5.95267006536e-07, 4.3216193114e-05, 0.399292582843, 0.257444605685, 6.44715635021e-05, -0.656726238263, -5.40085465883e-05
1515575711472304105, 0.248893976212, 0.2, -0.00121501240947, -3.057689874e-06, -0.0488188472009, -4.95283798263e-07, 1.0894901489e-05, 5.74053726742e-07, 4.34134133756e-05, 0.402145423797, 0.255880004415, 6.53537624542e-05, -0.65801453287, -5.46863848534e-05
1515575711477279901, 0.253862857819, 0.2, -0.00121501240947, -3.057689874e-06, -0.0488188472009, -4.95283798263e-07, 1.0894901489e-05, 5.74053726742e-07, 4.34087274957e-05, 0.402145420144, 0.255880007486, 6.53537621974e-05, -0.658014532287, -5.46910708455e-05
1515575711481722116, 0.258306026459, 0.2, -0.00133878034978, -2.9572507172e-06, -0.0513849887348, -5.53016644066e-07, 1.08307304186e-05, 5.51740910564e-07, 4.36293185963e-05, 0.405015465714, 0.254303015, 6.62548931831e-05, -0.659307649531, -5.53645577284e-05
1515575711503353118, 0.279928922653, 0.2, -0.00182345216382, -2.53251007443e-06, -0.0608275077478, -8.01882251864e-07, 1.05044780887e-05, 4.53387476115e-07, 4.45723915177e-05, 0.416597716901, 0.247911580459, 7.00410613501e-05, -0.664498792386, -5.81789415902e-05
1515575711508112907, 0.284688949585, 0.2, -0.00182345216382, -2.53251007443e-06, -0.0608275077478, -8.01882251864e-07, 1.05044780887e-05, 4.53387476115e-07, 4.45464101805e-05, 0.41659769007, 0.247911603346, 7.00410597878e-05, -0.66449878844, -5.82049229637e-05
1515575711514727115, 0.291313886642, 0.2, -0.00182345216382, -2.53251007443e-06, -0.0608275077478, -8.01882251864e-07, 1.05044780887e-05, 4.53387476115e-07, 4.45464101805e-05, 0.41659769007, 0.247911603346, 7.00410597878e-05, -0.66449878844, -5.82049229637e-05
1515575711520589113, 0.297175884247, 0.2, -0.00192134634466, -2.4545018916e-06, -0.0623575059724, -8.55024320751e-07, 1.04451978596e-05, 4.3333508241e-07, 4.47108871522e-05, 0.418703051421, 0.246740046433, 7.07491812242e-05, -0.66543265215, -5.87412089387e-05
1515575711529723882, 0.306301832199, 0.2, -0.00205059912067, -2.32518223186e-06, -0.0648292420811, -9.32822106878e-07, 1.03235135899e-05, 4.01676812428e-07, 4.5000332954e-05, 0.422153939894, 0.244828594371, 7.19457910958e-05, -0.66697221023, -5.96402548627e-05
1515575711537868976, 0.314445018768, 0.2, -0.0021613089713, -2.21674976205e-06, -0.0668246411899, -1.00212695354e-06, 1.02208878046e-05, 3.73986937112e-07, 4.52351584043e-05, 0.425089568137, 0.243198346082, 7.29813448809e-05, -0.668277692797, -6.04331539438e-05
1515575711546802997, 0.323378801346, 0.2, -0.00226712014189, -2.11012880061e-06, -0.068725392844, -1.07205609755e-06, 1.0115970635e-05, 3.46045969975e-07, 4.54667535189e-05, 0.428011843233, 0.241573643511, 7.4031820967e-05, -0.669575370224, -6.12441320955e-05
1515575711571214914, 0.347790956497, 0.2, -0.0023693593695, -2.00523823166e-06, -0.0705336197012, -1.14320860618e-06, 1.00091318963e-05, 3.17700034518e-07, 4.56933616314e-05, 0.430924268786, 0.239952028496, 7.50980908829e-05, -0.670866287585, -6.20756473477e-05
1515575711585144996, 0.361724853516, 0.2, -0.00264991514759, -1.70461759569e-06, -0.0754274639813, -1.36138973172e-06, 9.68124627575e-06, 2.31287118348e-07, 4.6354208998e-05, 0.439585945302, 0.235115891147, 7.83910210364e-05, -0.674692154587, -6.46822685061e-05
1515575711607548952, 0.384123802185, 0.2, -0.00280728749722, -1.52645965393e-06, -0.0781483854896, -1.50305728882e-06, 9.47071079827e-06, 1.75705878687e-07, 4.67180294498e-05, 0.445025649989, 0.232067645303, 8.05578168731e-05, -0.677083823927, -6.64682611317e-05
1515575711620560884, 0.397146940231, 0.2, -0.00307783673788, -1.204283741e-06, -0.0827216092368, -1.79243394463e-06, 9.05428593231e-06, 6.37977625302e-08, 4.73921413094e-05, 0.455618808379, 0.226100967262, 8.50101796866e-05, -0.681710720613, -7.02103322372e-05
