time, local_time, values[0], values[1], values[2], values[3], values[4], values[5]
1515490614446639060, 0.0178248882294, -0.000128806895165, 1.87327184733e-05, 2.24440972639e-07, -2.13082398354e-08, -1.00719030979e-09, 3.0863841478e-08
1515490614447271108, 0.0184528827667, -0.00012332002717, 1.79355789897e-05, 1.9722983941e-07, -2.07822010334e-08, -9.82110570318e-10, 3.0098992914e-08
1515490614462320089, 0.0335149765015, -0.000118462076476, 1.72291435569e-05, 1.71516231853e-07, -2.0317296508e-08, -9.60070084874e-10, 2.94226769923e-08
1515490614466995000, 0.0381920337677, -0.000114188631879, 1.66078962377e-05, 1.4979308242e-07, -1.98983434708e-08, -9.40168167575e-10, 2.8813455127e-08
1515490614485450029, 0.0566618442535, -0.000109855584652, 1.59779581034e-05, 0.000169616650009, -1.9405912493e-08, -9.16839015624e-10, 2.80996282009e-08
1515490614499866962, 0.0710759162903, -0.000104056465033, 1.51370242103e-05, 0.00151347790126, -1.85626074981e-08, -8.77618690394e-10, 2.6905942837e-08
1515490614500221967, 0.0714108943939, -5.93266241425e-05, 1.23060013232e-05, 0.0167852064911, -7.49045063875e-10, -7.21035751938e-10, 2.72284426472e-08
1515490614503053903, 0.0743310451508, -5.93266241425e-05, 1.23060013232e-05, 0.0167852064911, -7.49045063875e-10, -7.21035751938e-10, 2.72284426472e-08
1515490614515320062, 0.0865459442139, -5.15309623608e-05, 1.06889630094e-05, 0.0145795897933, -6.50618733483e-10, -6.26306909113e-10, 2.36505594792e-08
1515490614519520044, 0.0907249450684, 2.16973044163e-05, 9.20562763229e-06, 0.030306239993, 3.71404495558e-08, -5.43587050372e-10, 3.36706835079e-08
1515490614522907972, 0.09410405159, 0.000351764057111, 7.66812473585e-06, 0.0690583757014, 2.21315669972e-07, -4.76063105603e-10, 9.4600297217e-08
1515490614526087999, 0.09725689888, 0.000428224963771, 6.48805839323e-06, 0.0807896585124, 2.61658561515e-07, -4.14585810127e-10, 1.0617330328e-07
1515490614530951976, 0.102149009705, 0.000490702188503, 5.42179255792e-06, 0.0905762418339, 2.94325810001e-07, -3.59213603307e-10, 1.15321883611e-07
1515490614539469003, 0.11066198349, 0.0010601280061, 4.3842125876e-06, 0.0990129807013, 6.17991712083e-07, -3.35188543588e-10, 2.23611364421e-07
1515490614566059112, 0.137255907059, 0.00113280861692, 3.51205516854e-06, 0.106641393712, 6.57227696274e-07, -2.91955848386e-10, 2.35323526002e-07
1515490614590154886, 0.161360025406, 0.00243521628203, 2.84055293916e-06, 0.0921227460308, 1.41376444991e-06, -3.27554594559e-10, 4.79090709444e-07
1515490614592273950, 0.163467884064, 0.00403144678256, 9.49904517226e-07, 0.125270891037, 2.344732254e-06, -3.26787263916e-10, 7.75635553375e-07
1515490614598917007, 0.170112848282, 0.00403144678256, 9.49904517226e-07, 0.125270891037, 2.344732254e-06, -3.26787263916e-10, 7.75635553375e-07
1515490614603101968, 0.174319028854, 0.00410234231585, -1.34245907141e-07, 0.135343203597, 2.38940333785e-06, -2.7506735778e-10, 7.88198646733e-07
1515490614604707002, 0.175895929337, 0.00410234231585, -1.34245907141e-07, 0.135343203597, 2.38940333785e-06, -2.7506735778e-10, 7.88198646733e-07
1515490614605807065, 0.177016973495, 0.00356328462141, -1.1660567051e-07, 0.11755877956, 2.07542996478e-06, -2.38929542817e-10, 6.84627439711e-07
1515490614607311010, 0.178498983383, 0.00398329387235, -9.53800396296e-07, 0.14292486246, 2.32666612588e-06, -2.26607455023e-10, 7.65964283449e-07
