time, local_time, values[0], values[1], values[2], values[3], values[4], values[5]
1516608852698762893, 0.00534296035767, -0.00022394295132, 2.21440759921e-05, 8.15757116988e-07, 1.24842681878e-09, -1.27105908578e-09, 3.75682763462e-08
1516608852705658912, 0.0122489929199, -0.00022394368678, 2.21454980166e-05, 8.22126092179e-07, 1.24857156058e-09, -1.27103858337e-09, 3.75683941999e-08
1516608852712291955, 0.0188751220703, -0.000216481902564, 2.14072465355e-05, 7.14621864194e-07, 1.22520303567e-09, -1.24928003282e-09, 3.69255077966e-08
1516608852720901012, 0.0274920463562, -0.000209183946073, 2.0685210543e-05, 6.21099555889e-07, 1.20224668425e-09, -1.22770317035e-09, 3.62880240076e-08
1516608852729259014, 0.0358400344849, -0.000202059517909, 1.99803506451e-05, 5.3973638725e-07, 1.17971806126e-09, -1.20636699699e-09, 3.56571129866e-08
1516608852738698959, 0.0452990531921, -0.000194998839691, 1.928180253e-05, 0.000109059056938, 1.15659262811e-09, -1.18429758334e-09, 3.50047844852e-08
1516608852746323108, 0.0529251098633, -0.000187205936309, 1.85125455342e-05, 0.000970049143736, 1.13327949186e-09, -9.88625453464e-09, 3.5227873041e-08
1516608852753756046, 0.0603370666504, -0.00017676422948, 1.74787133508e-05, 0.00406186722473, 1.09634282963e-09, -7.90645285891e-08, 4.22725865764e-08
1516608852760871887, 0.0674500465393, -0.000161833439851, 1.59949631237e-05, 0.010759990099, 1.0273693169e-09, -3.27567922363e-07, 7.03644924231e-08
1516608852769543886, 0.0761320590973, -0.000142897647956, 1.41032703377e-05, 0.020663656953, 9.11040904508e-10, -8.65988798907e-07, 1.33217389439e-07
1516608852777446985, 0.0840260982513, -0.000122876888299, 1.20919851534e-05, 0.0315407942568, 7.54189514106e-10, -1.66212807001e-06, 2.27503577919e-07
1516608852785468101, 0.0920510292053, -0.000104577900122, 1.02447554249e-05, 0.0412542560938, 5.78277908721e-10, -2.53654721469e-06, 3.317541618e-07
1516608852793284893, 0.0998721122742, 0.000117309265161, 8.61733471227e-06, 0.0491222039238, 1.17557913529e-07, -3.3174309457e-06, 4.65931202363e-07
1516608852801337957, 0.107922077179, 0.000158648430535, 7.20297554197e-06, 0.0557470068304, 1.32963174246e-07, -3.9553153264e-06, 5.47396032699e-07
1516608852809389114, 0.115968942642, 0.000194315088371, 5.91107565582e-06, 0.0615734819512, 1.45836897487e-07, -4.48842081427e-06, 6.1531411598e-07
1516608852816946983, 0.12353014946, 0.000223371713075, 4.72482498259e-06, 0.0667398535241, 1.55561007511e-07, -4.95673162806e-06, 6.74355252387e-07
1516608852825184106, 0.13176202774, 0.000243037539648, 3.6491492553e-06, 0.0712354646575, 1.60594312158e-07, -5.37060202119e-06, 7.25264189187e-07
1516608852833669900, 0.140254020691, 0.00092950112395, 2.58361921912e-06, 0.0748809982997, 5.48202958059e-07, -5.72797148451e-06, 8.99424161256e-07
1516608852841028928, 0.14762711525, 0.0011180749389, 1.68646788972e-06, 0.0781717972949, 6.52135986964e-07, -6.03124548337e-06, 9.6997930551e-07
1516608852850097894, 0.156683921814, 0.0013042389886, 8.76395814275e-07, 0.081030441065, 7.5583900123e-07, -6.28752588538e-06, 1.0345021603e-06
1516608852857835054, 0.164418935776, 0.00129632628479, 1.7484956832e-07, 0.0835782750471, 7.48102863967e-07, -6.50307362343e-06, 1.05726954271e-06
